percent-small-packet,percent-medium-packet,percent-big-packet,average-payload,stamp
0.635,0.361,0.000361,162.842,2
0.708,0.29,0.00029,151.688,2
0.631,0.366,0.000366,164.588,2
0.626,0.372,0.000372,164.422,2
0.646,0.351,0.000351,158.948,2
0.687,0.311,0.000311,153.411,2
0.627,0.371,0.000371,161.472,2
0.656,0.341,0.000341,160.453,2
0.665,0.331,0.000331,157.722,2
0.639,0.36,0.00036,155.936,2
0.698,0.282,0.000282,175.022,2
0.635,0.362,0.000362,162.573,2
0.665,0.333,0.000333,157.626,2
0.663,0.334,0.000334,156.769,2
0.629,0.369,0.000369,163.462,2
0.65,0.347,0.000347,160.268,2
0.677,0.321,0.000321,156.605,2
0.675,0.324,0.000324,153.953,2
0.608,0.391,0.000391,160.645,2
0.643,0.356,0.000356,159.771,2
0.688,0.302,0.000302,164.588,2
0.631,0.366,0.000366,164.918,2
0.669,0.327,0.000327,158.066,2
0.632,0.363,0.000363,165.382,2
0.74,0.254,0.000254,152.379,2
0.651,0.346,0.000346,163.119,2
0.656,0.342,0.000342,159.225,2
0.655,0.343,0.000343,159.761,2
0.659,0.34,0.00034,159.367,2
0.642,0.356,0.000356,158.356,2
0.614,0.383,0.000383,167.546,2
0.699,0.299,0.000299,152.672,2
0.653,0.339,0.000339,167.803,2
0.676,0.32,0.00032,160.478,2
0.678,0.319,0.000319,156.435,2
0.599,0.398,0.000398,168.194,2
0.711,0.286,0.000286,150.218,2
0.655,0.336,0.000336,168.055,2
0.734,0.261,0.000261,149.389,2
0.61,0.386,0.000386,165.237,2
0.693,0.302,0.000302,154.602,2
0.604,0.392,0.000392,168.878,2
0.643,0.353,0.000353,157.289,2
0.62,0.376,0.000376,162.938,2
0.721,0.272,0.000272,155.324,2
0.636,0.359,0.000359,164.611,2
0.677,0.317,0.000317,159.465,2
0.595,0.402,0.000402,168.686,2
0.716,0.279,0.000279,150.257,2
0.604,0.392,0.000392,167.631,2
0.678,0.318,0.000318,152.223,2
0.595,0.401,0.000401,168.627,2
0.744,0.249,0.000249,149.414,2
0.613,0.379,0.000379,169.062,2
0.679,0.315,0.000315,159.031,2
0.628,0.368,0.000368,166.217,2
0.718,0.275,0.000275,153.549,2
0.642,0.352,0.000352,164.466,2
0.648,0.349,0.000349,159.003,2
0.705,0.291,0.000291,153.056,2
0.687,0.31,0.00031,153.739,2
0.639,0.359,0.000359,159.715,2
0.607,0.388,0.000388,167.966,2
0.722,0.273,0.000273,151.124,2
0.658,0.338,0.000338,159.547,2
0.653,0.343,0.000343,160.522,2
0.71,0.287,0.000287,150.831,2
0.664,0.332,0.000332,158.382,2
0.627,0.371,0.000371,157.522,2
0.661,0.336,0.000336,155.741,2
0.628,0.368,0.000368,162.682,2
0.683,0.313,0.000313,154.658,2
0.613,0.384,0.000384,164.326,2
0.687,0.311,0.000311,150.321,2
0.637,0.36,0.00036,157.492,2
0.645,0.352,0.000352,157.446,2
0.681,0.316,0.000316,154.381,2
0.628,0.369,0.000369,158.961,2
0.636,0.361,0.000361,158.208,2
0.648,0.35,0.00035,156.956,2
0.668,0.329,0.000329,156.155,2
0.701,0.297,0.000297,148.45,2
0.613,0.383,0.000383,164.308,2
0.649,0.342,0.000342,164.012,2
0.636,0.36,0.00036,162.339,2
0.666,0.33,0.00033,160.868,2
0.656,0.342,0.000342,158.802,2
0.624,0.373,0.000373,164.548,2
0.648,0.348,0.000348,160.568,2
0.677,0.317,0.000317,159.763,2
0.647,0.349,0.000349,161.023,2
0.666,0.332,0.000332,158.236,2
0.615,0.381,0.000381,164.121,2
0.67,0.328,0.000328,153.946,2
0.634,0.364,0.000364,159.055,2
0.612,0.385,0.000385,164.177,2
0.741,0.257,0.000257,143.633,2
0.639,0.358,0.000358,160.293,2
0.61,0.388,0.000388,161.936,2
0.689,0.309,0.000309,150.101,2
0.637,0.361,0.000361,158.44,2
0.638,0.359,0.000359,157.701,2
0.638,0.36,0.00036,158.76,2
0.683,0.315,0.000315,151.465,2
0.635,0.362,0.000362,160.576,2
0.602,0.396,0.000396,162.406,2
0.658,0.338,0.000338,158.702,2
0.667,0.327,0.000327,158.765,2
0.649,0.348,0.000348,158.024,2
0.681,0.314,0.000314,155.901,2
0.648,0.35,0.00035,155.433,2
0.652,0.345,0.000345,158.285,2
0.705,0.281,0.000281,164.528,2
0.648,0.348,0.000348,159.671,2
0.64,0.356,0.000356,162.036,2
0.699,0.299,0.000299,150.579,2
0.659,0.338,0.000338,157.034,2
0.646,0.351,0.000351,158.539,2
0.644,0.354,0.000354,156.112,2
0.667,0.331,0.000331,154.464,2
0.65,0.347,0.000347,159.291,2
0.629,0.369,0.000369,161.197,2
0.649,0.349,0.000349,157.645,2
0.646,0.352,0.000352,156.147,2
0.638,0.354,0.000354,165.127,2
0.688,0.307,0.000307,159.337,2
0.686,0.311,0.000311,156.028,2
0.692,0.306,0.000306,150.719,2
0.677,0.319,0.000319,157.286,2
0.63,0.367,0.000367,160.365,2
0.628,0.37,0.00037,161.828,2
0.693,0.305,0.000305,150.796,2
0.684,0.31,0.00031,157.582,2
0.638,0.358,0.000358,162.959,2
0.625,0.37,0.00037,165.755,2
0.737,0.259,0.000259,147.426,2
0.664,0.331,0.000331,158.562,2
0.642,0.354,0.000354,161.163,2
0.638,0.358,0.000358,163.327,2
0.717,0.269,0.000269,165.443,2
0.692,0.301,0.000301,158.03,2
0.658,0.335,0.000335,164.661,2
0.68,0.313,0.000313,161.954,2
0.621,0.373,0.000373,167.091,2
0.675,0.322,0.000322,155.44,2
0.728,0.268,0.000268,150.307,2
0.678,0.316,0.000316,159.129,2
0.661,0.337,0.000337,155.369,2
0.646,0.352,0.000352,159.128,2
0.652,0.341,0.000341,158.406,2
0.64,0.358,0.000358,158.321,2
0.635,0.36,0.00036,158.129,2
0.668,0.329,0.000329,155.268,2
0.631,0.363,0.000363,164.108,2
0.601,0.397,0.000397,163.953,2
0.651,0.347,0.000347,157.343,2
0.648,0.35,0.00035,155.451,2
0.655,0.341,0.000341,159.183,2
0.661,0.334,0.000334,158.841,2
0.599,0.399,0.000399,164.872,2
0.699,0.276,0.000276,177.245,2
0.632,0.364,0.000364,163.2,2
0.645,0.352,0.000352,161.872,2
0.642,0.356,0.000356,156.676,2
0.597,0.401,0.000401,163.919,2
0.698,0.299,0.000299,150.017,2
0.676,0.321,0.000321,153.235,2
0.648,0.35,0.00035,156.684,2
0.666,0.331,0.000331,155.283,2
0.664,0.331,0.000331,159.161,2
0.645,0.353,0.000353,158.415,2
0.664,0.334,0.000334,152.473,2
0.666,0.328,0.000328,161.082,2
0.661,0.336,0.000336,155.962,2
0.659,0.338,0.000338,157.257,2
0.636,0.359,0.000359,160.663,2
0.628,0.368,0.000368,161.351,2
0.672,0.323,0.000323,157.025,2
0.629,0.369,0.000369,159.4,2
0.633,0.365,0.000365,158.875,2
0.677,0.321,0.000321,153.099,2
0.702,0.285,0.000285,163.373,2
0.64,0.358,0.000358,158.335,2
0.649,0.347,0.000347,157.151,2
0.635,0.363,0.000363,159,2
0.72,0.277,0.000277,149.621,2
0.668,0.33,0.00033,153.307,2
0.642,0.355,0.000355,158.823,2
0.692,0.305,0.000305,152.295,2
0.642,0.356,0.000356,159.058,2
0.641,0.357,0.000357,159.968,2
0.627,0.365,0.000365,166.983,2
0.664,0.333,0.000333,156.578,2
0.615,0.381,0.000381,165.151,2
0.627,0.369,0.000369,161.95,2
0.686,0.31,0.00031,155.415,2
0.657,0.338,0.000338,156.321,2
0.642,0.353,0.000353,158.346,2
0.686,0.312,0.000312,151.206,2
0.641,0.356,0.000356,159.122,2
0.654,0.341,0.000341,163.832,2
0.657,0.339,0.000339,157.115,2
0.636,0.345,0.000345,181.239,2
0.639,0.358,0.000358,159.768,2
0.626,0.372,0.000372,160.292,2
0.604,0.392,0.000392,166.548,2
0.696,0.298,0.000298,154.32,2
0.627,0.371,0.000371,160.164,2
0.639,0.359,0.000359,159.03,2
0.64,0.358,0.000358,157.265,2
0.666,0.329,0.000329,156.266,2
0.632,0.366,0.000366,158.376,2
0.615,0.379,0.000379,165.975,2
0.629,0.367,0.000367,161.123,2
0.628,0.369,0.000369,160.957,2
0.657,0.341,0.000341,157.022,2
0.654,0.34,0.00034,161.974,2
0.637,0.36,0.00036,160.41,2
0.647,0.35,0.00035,158.847,2
0.657,0.341,0.000341,158.037,2
0.65,0.348,0.000348,157.742,2
0.629,0.369,0.000369,161.69,2
0.664,0.333,0.000333,158.128,2
0.643,0.354,0.000354,160.198,2
0.631,0.367,0.000367,158.855,2
0.682,0.303,0.000303,167.111,2
0.645,0.352,0.000352,161.957,2
0.63,0.368,0.000368,161.809,2
0.672,0.326,0.000326,151.512,2
0.652,0.345,0.000345,157.51,2
0.64,0.355,0.000355,162.627,2
0.668,0.327,0.000327,158.083,2
0.63,0.368,0.000368,158.615,2
0.629,0.369,0.000369,160.58,2
0.668,0.329,0.000329,156.601,2
0.669,0.327,0.000327,157.824,2
0.64,0.352,0.000352,165.719,2
0.644,0.353,0.000353,157.924,2
0.669,0.328,0.000328,156.297,2
0.642,0.356,0.000356,157.527,2
0.645,0.353,0.000353,157.052,2
0.638,0.36,0.00036,159.004,2
0.658,0.339,0.000339,155.691,2
0.648,0.349,0.000349,159.228,2
0.649,0.349,0.000349,156.14,2
0.65,0.348,0.000348,155.695,2
0.647,0.35,0.00035,160.18,2
0.667,0.331,0.000331,153.553,2
0.649,0.347,0.000347,158.623,2
0.625,0.373,0.000373,159.39,2
0.674,0.322,0.000322,155.904,2
0.637,0.358,0.000358,163.16,2
0.664,0.331,0.000331,159.844,2
0.634,0.363,0.000363,163.007,2
0.642,0.354,0.000354,159.353,2
0.654,0.343,0.000343,157.583,2
0.659,0.337,0.000337,157.897,2
0.638,0.358,0.000358,162.09,2
0.647,0.35,0.00035,157.782,2
0.641,0.355,0.000355,157.827,2
0.629,0.368,0.000368,163.426,2
0.612,0.384,0.000384,162.482,2
0.644,0.354,0.000354,156.943,2
0.661,0.336,0.000336,155.058,2
0.64,0.357,0.000357,158.98,2
0.649,0.349,0.000349,155.792,2
0.671,0.326,0.000326,156.317,2
0.646,0.35,0.00035,160.09,2
0.644,0.353,0.000353,158.739,2
0.64,0.358,0.000358,157.74,2
0.692,0.302,0.000302,156.792,2
0.656,0.34,0.00034,157.538,2
0.618,0.377,0.000377,165.513,2
0.627,0.371,0.000371,160.43,2
0.631,0.367,0.000367,160.757,2
0.637,0.361,0.000361,157.84,2
0.669,0.328,0.000328,155.484,2
0.702,0.294,0.000294,151.396,2
0.645,0.353,0.000353,158.351,2
0.602,0.394,0.000394,166.877,2
0.629,0.366,0.000366,164.33,2
0.696,0.302,0.000302,151.269,2
0.741,0.254,0.000254,146.542,2
0.667,0.313,0.000313,176.315,2
0.608,0.39,0.00039,164.367,2
0.597,0.399,0.000399,167.978,2
0.68,0.317,0.000317,154.267,2
0.642,0.356,0.000356,157.791,2
0.721,0.274,0.000274,150.776,2
0.612,0.382,0.000382,168.625,2
0.66,0.336,0.000336,159.257,2
0.669,0.327,0.000327,156.762,2
0.66,0.335,0.000335,161.299,2
0.659,0.339,0.000339,155.379,2
0.632,0.366,0.000366,158.388,2
0.644,0.353,0.000353,158.614,2
0.651,0.347,0.000347,155.409,2
0.658,0.339,0.000339,156.105,2
0.67,0.326,0.000326,157.902,2
0.653,0.343,0.000343,157.265,2
0.636,0.356,0.000356,166.262,2
0.682,0.308,0.000308,164.491,2
0.764,0.233,0.000233,144.304,2
0.651,0.347,0.000347,157.752,2
0.681,0.316,0.000316,155.131,2
0.664,0.334,0.000334,155.458,2
0.654,0.327,0.000327,175.987,2
0.686,0.311,0.000311,154.961,2
0.636,0.359,0.000359,161.582,2
0.658,0.337,0.000337,160.221,2
0.631,0.365,0.000365,164.031,2
0.666,0.328,0.000328,158.449,2
0.641,0.354,0.000354,161.625,2
0.654,0.339,0.000339,164.585,2
0.643,0.354,0.000354,160.816,2
0.608,0.388,0.000388,165.785,2
0.697,0.299,0.000299,151.891,2
0.634,0.365,0.000365,156.391,2
0.689,0.307,0.000307,155.363,2
0.634,0.363,0.000363,160.88,2
0.661,0.336,0.000336,155.106,2
0.638,0.358,0.000358,163.256,2
0.645,0.349,0.000349,162.526,2
0.628,0.367,0.000367,165.524,2
0.629,0.368,0.000368,164.285,2
0.634,0.359,0.000359,170.419,2
0.747,0.234,0.000234,164.273,2
0.682,0.313,0.000313,157.056,2
0.61,0.388,0.000388,163.009,2
0.688,0.309,0.000309,154.483,2
0.623,0.375,0.000375,161.294,2
0.675,0.322,0.000322,155.568,2
0.634,0.363,0.000363,160.281,2
0.689,0.307,0.000307,152.212,2
0.601,0.388,0.000388,174.361,2
0.673,0.323,0.000323,157.675,2
0.61,0.387,0.000387,164.569,2
0.737,0.257,0.000257,156.818,2
0.673,0.326,0.000326,153.979,2
0.665,0.331,0.000331,156.05,2
0.661,0.333,0.000333,160.43,2
0.64,0.356,0.000356,160.66,2
0.647,0.347,0.000347,162.076,2
0.654,0.342,0.000342,159.52,2
0.636,0.359,0.000359,163.339,2
0.663,0.335,0.000335,155.052,2
0.666,0.33,0.00033,158.239,2
0.634,0.361,0.000361,162.404,2
0.652,0.343,0.000343,161.184,2
0.685,0.308,0.000308,159.275,2
0.641,0.355,0.000355,163.795,2
0.613,0.385,0.000385,164.33,2
0.694,0.292,0.000292,164.105,2
0.672,0.319,0.000319,163.053,2
0.676,0.323,0.000323,151.523,2
0.656,0.341,0.000341,156.758,2
0.635,0.36,0.00036,163.936,2
0.625,0.371,0.000371,162.105,2
0.673,0.322,0.000322,156.59,2
0.631,0.365,0.000365,166.189,2
0.648,0.345,0.000345,164.821,2
0.754,0.235,0.000235,154.406,2
0.642,0.352,0.000352,163.351,2
0.667,0.33,0.00033,154.55,2
0.672,0.325,0.000325,154.968,2
0.619,0.378,0.000378,162.679,2
0.626,0.371,0.000371,164.303,2
0.644,0.353,0.000353,157.997,2
0.695,0.302,0.000302,150.214,2
0.659,0.338,0.000338,158.032,2
0.652,0.341,0.000341,159.868,2
0.692,0.298,0.000298,160.754,2
0.666,0.318,0.000318,177.186,2
0.661,0.332,0.000332,162.045,2
0.611,0.386,0.000386,166.805,2
0.714,0.281,0.000281,155.136,2
0.65,0.348,0.000348,156.413,2
0.697,0.3,0.0003,151.478,2
0.686,0.308,0.000308,159.4,2
0.643,0.353,0.000353,160.863,2
0.628,0.369,0.000369,160.649,2
0.644,0.352,0.000352,158.922,2
0.621,0.375,0.000375,161.959,2
0.679,0.315,0.000315,157.954,2
0.665,0.331,0.000331,159.213,2
0.667,0.327,0.000327,161.358,2
0.659,0.336,0.000336,163.233,2
0.627,0.366,0.000366,170.611,2
0.72,0.275,0.000275,151.97,2
0.653,0.345,0.000345,156.024,2
0.649,0.347,0.000347,162.076,2
0.676,0.319,0.000319,156.64,2
0.642,0.356,0.000356,158.614,2
0.657,0.34,0.00034,160.313,2
0.648,0.348,0.000348,160.372,2
0.639,0.353,0.000353,169.205,2
0.651,0.346,0.000346,159.912,2
0.642,0.352,0.000352,164.662,2
0.667,0.326,0.000326,162.153,2
0.639,0.349,0.000349,171.69,2
0.668,0.305,0.000305,184.37,2
0.625,0.371,0.000371,168.276,2
0.72,0.271,0.000271,155.749,2
0.677,0.317,0.000317,162.532,2
0.678,0.319,0.000319,157.641,2
0.694,0.301,0.000301,154.944,2
0.674,0.322,0.000322,154.692,2
0.639,0.359,0.000359,160.291,2
0.635,0.358,0.000358,165.689,2
0.643,0.343,0.000343,171.905,2
0.673,0.324,0.000324,154.371,2
0.674,0.322,0.000322,160.568,2
0.674,0.306,0.000306,174.787,2
0.6,0.363,0.000363,209.91,2
0.516,0.058,5.80E-05,646.872,2
0.578,0.354,0.000354,245.328,2
0.673,0.324,0.000324,155.906,2
0.698,0.3,0.0003,152.894,2
0.683,0.313,0.000313,156.101,2
0.641,0.355,0.000355,160.264,2
0.635,0.362,0.000362,159.304,2
0.639,0.357,0.000357,161.423,2
0.723,0.268,0.000268,158.665,2
0.692,0.301,0.000301,160.29,2
0.683,0.312,0.000312,158.939,2
0.626,0.365,0.000365,172.888,2
0.662,0.332,0.000332,163.448,2
0.684,0.313,0.000313,156.761,2
0.678,0.318,0.000318,156.841,2
0.698,0.294,0.000294,158.25,2
0.615,0.382,0.000382,163.438,2
0.618,0.378,0.000378,163.054,2
0.701,0.293,0.000293,152.54,2
0.651,0.345,0.000345,159.156,2
0.673,0.323,0.000323,154.407,2
0.601,0.39,0.00039,173.072,2
0.656,0.34,0.00034,158.399,2
0.703,0.288,0.000288,160.739,2
0.639,0.353,0.000353,169.733,2
0.718,0.275,0.000275,155.064,2
0.605,0.389,0.000389,174.025,2
0.718,0.277,0.000277,152.421,2
0.634,0.364,0.000364,158.577,2
0.668,0.328,0.000328,158.472,2
0.658,0.335,0.000335,162.137,2
0.611,0.38,0.00038,172.8,2
0.677,0.319,0.000319,155.404,2
0.698,0.297,0.000297,156.464,2
0.664,0.33,0.00033,161.547,2
0.614,0.38,0.00038,169.946,2
0.653,0.343,0.000343,160.778,2
0.715,0.283,0.000283,148.373,2
0.683,0.31,0.00031,161.559,2
0.665,0.329,0.000329,161.743,2
0.623,0.372,0.000372,166.327,2
0.69,0.307,0.000307,153.768,2
0.641,0.349,0.000349,168.952,2
0.705,0.283,0.000283,158.508,2
0.655,0.341,0.000341,159.23,2
0.661,0.332,0.000332,158.523,2
0.666,0.328,0.000328,160.442,2
0.635,0.362,0.000362,162.159,2
0.673,0.322,0.000322,159.153,2
0.62,0.374,0.000374,168.267,2
0.657,0.339,0.000339,160.483,2
0.688,0.309,0.000309,154.308,2
0.692,0.296,0.000296,167.837,2
0.643,0.349,0.000349,167.249,2
0.584,0.41,0.00041,172.889,2
0.738,0.257,0.000257,150.053,2
0.675,0.319,0.000319,159.562,2
0.69,0.305,0.000305,153.187,2
0.614,0.379,0.000379,169.743,2
0.675,0.321,0.000321,157.285,2
0.714,0.28,0.00028,155.47,2
0.663,0.333,0.000333,159.891,2
0.624,0.37,0.00037,167.242,2
0.699,0.278,0.000278,175.037,2
0.721,0.275,0.000275,150.243,2
0.69,0.307,0.000307,152.937,2
0.626,0.37,0.00037,160.333,2
0.595,0.399,0.000399,172.199,2
0.694,0.304,0.000304,149.383,2
0.646,0.351,0.000351,160.14,2
0.703,0.293,0.000293,150.633,2
0.615,0.381,0.000381,165.246,2
0.656,0.342,0.000342,156.164,2
0.648,0.348,0.000348,159.579,2
0.661,0.335,0.000335,156.744,2
0.633,0.363,0.000363,162.51,2
0.634,0.362,0.000362,159.909,2
0.648,0.349,0.000349,157.944,2
0.653,0.342,0.000342,162.785,2
0.64,0.355,0.000355,163.38,2
0.656,0.341,0.000341,157.784,2
0.646,0.352,0.000352,158.889,2
0.668,0.323,0.000323,164.365,2
0.643,0.351,0.000351,165.209,2
0.592,0.406,0.000406,164.889,2
0.716,0.281,0.000281,148.672,2
0.682,0.314,0.000314,156.716,2
0.62,0.376,0.000376,161.642,2
0.625,0.371,0.000371,163.018,2
0.656,0.323,0.000323,177.112,2
0.699,0.299,0.000299,151.018,2
0.638,0.357,0.000357,163.033,2
0.632,0.364,0.000364,159.561,2
0.614,0.381,0.000381,168.049,2
0.698,0.301,0.000301,147.763,2
0.654,0.342,0.000342,160.762,2
0.611,0.384,0.000384,163.367,2
0.618,0.378,0.000378,165.121,2
0.678,0.321,0.000321,149.463,2
0.656,0.34,0.00034,158.918,2
0.642,0.354,0.000354,161.383,2
0.606,0.39,0.00039,166.562,2
0.638,0.361,0.000361,157.553,2
0.636,0.358,0.000358,162.579,2
0.648,0.348,0.000348,158.248,2
0.61,0.386,0.000386,166.603,2
0.654,0.342,0.000342,160.227,2
0.666,0.33,0.00033,157.33,2
0.636,0.361,0.000361,156.85,2
0.617,0.376,0.000376,170.206,2
0.65,0.348,0.000348,153.698,2
0.668,0.328,0.000328,157.792,2
0.622,0.374,0.000374,164.052,2
0.649,0.347,0.000347,159.54,2
0.629,0.369,0.000369,158.055,2
0.663,0.333,0.000333,158.951,2
0.641,0.355,0.000355,159.281,2
0.649,0.345,0.000345,164.843,2
0.651,0.347,0.000347,158.59,2
0.662,0.334,0.000334,159.066,2
0.668,0.328,0.000328,154.848,2
0.603,0.39,0.00039,173.238,2
0.676,0.323,0.000323,151.877,2
0.663,0.333,0.000333,156.392,2
0.641,0.353,0.000353,164.376,2
0.604,0.39,0.00039,169.597,2
0.678,0.319,0.000319,155.019,2
0.682,0.311,0.000311,162.406,2
0.66,0.336,0.000336,158.746,2
0.633,0.365,0.000365,158.592,2
0.686,0.308,0.000308,159.488,2
0.647,0.348,0.000348,165.115,2
0.58,0.415,0.000415,170.974,2
0.72,0.279,0.000279,146.852,2
0.683,0.306,0.000306,168.618,2
0.638,0.355,0.000355,162.83,2
0.634,0.363,0.000363,159.85,2
0.684,0.312,0.000312,157.894,2
0.68,0.312,0.000312,162.139,2
0.574,0.422,0.000422,170.792,2
0.734,0.265,0.000265,143.864,2
0.674,0.319,0.000319,161.301,2
0.646,0.35,0.00035,161.127,2
0.63,0.365,0.000365,163.25,2
0.672,0.321,0.000321,157.431,2
0.685,0.298,0.000298,170.887,2
0.595,0.399,0.000399,166.111,2
0.686,0.311,0.000311,153.909,2
0.671,0.324,0.000324,160.125,2
0.693,0.301,0.000301,156.183,2
0.619,0.375,0.000375,170.726,2
0.69,0.307,0.000307,154.804,2
0.673,0.321,0.000321,159.304,2
0.62,0.372,0.000372,171.081,2
0.682,0.314,0.000314,153.971,2
0.665,0.327,0.000327,164.595,2
0.663,0.331,0.000331,161.035,2
0.645,0.354,0.000354,158.303,2
0.686,0.308,0.000308,157.069,2
0.668,0.328,0.000328,157.164,2
0.623,0.373,0.000373,162.309,2
0.658,0.338,0.000338,157.282,2
0.656,0.339,0.000339,158.542,2
0.614,0.381,0.000381,167.617,2
0.68,0.318,0.000318,151.743,2
0.674,0.319,0.000319,161.509,2
0.681,0.313,0.000313,158.693,2
0.606,0.39,0.00039,169.619,2
0.721,0.271,0.000271,159.091,2
0.659,0.336,0.000336,160.323,2
0.609,0.388,0.000388,165.986,2
0.66,0.338,0.000338,158.127,2
0.664,0.328,0.000328,165.442,2
0.618,0.376,0.000376,169.458,2
0.681,0.315,0.000315,155.41,2
0.66,0.336,0.000336,159.114,2
0.664,0.331,0.000331,161.605,2
0.618,0.379,0.000379,162.539,2
0.696,0.301,0.000301,152.189,2
0.661,0.324,0.000324,171.959,2
0.624,0.371,0.000371,164.931,2
0.674,0.324,0.000324,154.989,2
0.686,0.304,0.000304,165.218,2
0.587,0.406,0.000406,177.708,2
0.697,0.301,0.000301,148.953,2
0.674,0.321,0.000321,156.874,2
0.618,0.376,0.000376,168.708,2
0.673,0.324,0.000324,154.198,2
0.661,0.331,0.000331,165.586,2
0.668,0.328,0.000328,155.568,2
0.647,0.342,0.000342,168.774,2
0.69,0.306,0.000306,157.474,2
0.654,0.338,0.000338,162.366,2
0.609,0.387,0.000387,167.036,2
0.722,0.275,0.000275,147.593,2
0.662,0.332,0.000332,161.986,2
0.606,0.39,0.00039,167.674,2
0.725,0.267,0.000267,155.338,2
0.623,0.373,0.000373,166.444,2
0.626,0.369,0.000369,164.637,2
0.664,0.332,0.000332,157.748,2
0.672,0.323,0.000323,161.476,2
0.677,0.297,0.000297,180.398,2
0.581,0.411,0.000411,179.706,2
0.71,0.288,0.000288,151.762,2
0.686,0.308,0.000308,159.688,2
0.609,0.386,0.000386,168.761,2
0.675,0.322,0.000322,157.095,2
0.673,0.32,0.00032,162.972,2
0.648,0.346,0.000346,163.81,2
0.68,0.318,0.000318,152.936,2
0.692,0.301,0.000301,161.413,2
0.668,0.324,0.000324,164.386,2
0.649,0.348,0.000348,158.021,2
0.664,0.331,0.000331,159.457,2
0.66,0.334,0.000334,161.094,2
0.601,0.396,0.000396,166.146,2
0.716,0.279,0.000279,153.504,2
0.675,0.302,0.000302,181.41,2
0.627,0.368,0.000368,165.055,2
0.685,0.312,0.000312,153.783,2
0.685,0.309,0.000309,161.054,2
0.635,0.357,0.000357,168.163,2
0.704,0.288,0.000288,159.446,2
0.67,0.326,0.000326,158.283,2
0.651,0.343,0.000343,164.953,2
0.663,0.334,0.000334,158.624,2
0.707,0.288,0.000288,156.916,2
0.618,0.376,0.000376,167.126,2
0.607,0.391,0.000391,162.334,2
0.698,0.299,0.000299,151.582,2
0.69,0.306,0.000306,152.781,2
0.601,0.397,0.000397,163.568,2
0.69,0.307,0.000307,154.457,2
0.671,0.324,0.000324,158.364,2
0.629,0.367,0.000367,164.411,2
0.658,0.34,0.00034,155.837,2
0.679,0.315,0.000315,158.382,2
0.639,0.356,0.000356,161.768,2
0.64,0.358,0.000358,158.323,2
0.674,0.321,0.000321,154.509,2
0.632,0.364,0.000364,161.351,2
0.632,0.367,0.000367,157.833,2
0.642,0.354,0.000354,159.92,2
0.621,0.375,0.000375,163.436,2
0.686,0.312,0.000312,150.363,2
0.657,0.34,0.00034,157.935,2
0.625,0.371,0.000371,164,2
0.675,0.321,0.000321,154.348,2
0.633,0.365,0.000365,159.909,2
0.648,0.347,0.000347,159.273,2
0.603,0.396,0.000396,160.371,2
0.695,0.298,0.000298,157.466,2
0.63,0.366,0.000366,160.798,2
0.62,0.378,0.000378,161.048,2
0.694,0.302,0.000302,156.824,2
0.659,0.336,0.000336,158.952,2
0.634,0.362,0.000362,162.698,2
0.665,0.333,0.000333,154.549,2
0.666,0.33,0.00033,155.622,2
0.584,0.415,0.000415,163.554,2
0.714,0.282,0.000282,149.809,2
0.654,0.342,0.000342,160.378,2
0.616,0.38,0.00038,164.25,2
0.644,0.355,0.000355,155.433,2
0.691,0.292,0.000292,169.439,2
0.625,0.37,0.00037,163.438,2
0.619,0.379,0.000379,161.661,2
0.696,0.3,0.0003,152.074,2
0.647,0.348,0.000348,160.899,2
0.63,0.368,0.000368,160.839,2
0.679,0.317,0.000317,156.726,2
0.609,0.387,0.000387,164.202,2
0.691,0.304,0.000304,154.41,2
0.635,0.364,0.000364,156.071,2
0.603,0.392,0.000392,166.166,2
0.657,0.338,0.000338,158.907,2
0.657,0.339,0.000339,156.803,2
0.63,0.365,0.000365,164.622,2
0.655,0.344,0.000344,153.577,2
0.676,0.32,0.00032,156.827,2
0.651,0.345,0.000345,160.706,2
0.661,0.337,0.000337,154.327,2
0.634,0.363,0.000363,159.306,2
0.637,0.359,0.000359,160.717,2
0.679,0.303,0.000303,170.114,2
0.686,0.312,0.000312,153.812,2
0.631,0.361,0.000361,165.627,2
0.603,0.393,0.000393,165.65,2
0.68,0.319,0.000319,151.357,2
0.63,0.366,0.000366,160.077,2
0.614,0.384,0.000384,160.699,2
0.656,0.341,0.000341,159.769,2
0.654,0.342,0.000342,155.713,2
0.627,0.37,0.00037,161.963,2
0.671,0.326,0.000326,155.659,2
0.635,0.361,0.000361,160.359,2
0.592,0.406,0.000406,164.433,2
0.663,0.334,0.000334,156.709,2
0.633,0.363,0.000363,160.71,2
0.644,0.353,0.000353,159.799,2
0.672,0.323,0.000323,158.978,2
0.64,0.356,0.000356,160.046,2
0.625,0.374,0.000374,157.818,2
0.678,0.317,0.000317,156.813,2
0.653,0.326,0.000326,176.896,2
0.623,0.371,0.000371,165.772,2
0.683,0.314,0.000314,155.837,2
0.657,0.338,0.000338,157.421,2
0.611,0.388,0.000388,160.802,2
0.694,0.302,0.000302,155.326,2
0.623,0.373,0.000373,163.328,2
0.675,0.322,0.000322,155.906,2
0.665,0.33,0.00033,158.623,2
0.62,0.374,0.000374,166.967,2
0.694,0.305,0.000305,150.266,2
0.69,0.306,0.000306,156.622,2
0.608,0.387,0.000387,166.896,2
0.698,0.299,0.000299,150.237,2
0.644,0.352,0.000352,157.507,2
0.578,0.418,0.000418,172.664,2
